Product,Url,Img,Price,Old Price,Status,Specs
Laptop Asus Vivobook 15 OLED A1505VA L1201W,https://gearvn.com/products/laptop-asus-vivobook-15x-oled-a1505va-l1201w,https://product.hstatic.net/200000722513/product/l1201w_bfb23399acca486bbd3608d5a34ab48f.png,21990000,24990000,còn hàng,"CPU: Intel® Core™ i9-13900H Processor 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 cores, 20 Threads)|| RAM: 16GB (8GB Onboard + 8GB Sodimm) DDR4 3200MHz || Ổ cứng: 512GB M.2 NVMe™ PCIe® 3.0 SSD (1 slot, support M.2 2280 PCIe 4.0x4)|| VGA: Intel Iris Xe Graphics (with dual channel memory)|| Màn hình: 15.6"" FHD (1920 x 1080) OLED 16:9 aspect ratio, 60Hz 0.2ms, 600nits, 100% DCI-P3, Glossy display, Screen-to-body ratio: 86%, PANTONE Validated, VESA CERTIFIED Display HDR True Black 600|| Cổng giao tiếp: 1x USB 3.2 Gen 1 Type-C support power delivery2x USB 3.2 Gen 1 Type-A1x USB 2.0 Type-A1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-in|| Bàn phím: Chiclet Keyboard with Num-key|| Audio: SonicMaster|| Đọc thẻ nhớ: None|| Chuẩn LAN: None"
Laptop ASUS Vivobook 14 OLED A1405VA KM095W,https://gearvn.com/products/laptop-asus-vivobook-14x-oled-a1405va-km095w,https://product.hstatic.net/200000722513/product/km095w_9e26278b10f642f18dd9855f30828c43.png,17790000,20990000,còn hàng,"CPU: Intel® Core™ i5-13500H Processor 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 cores, 16 Threads)|| RAM: 16GB (8GB Onboard + 8GB Sodimm) DDR4 3200MHz || Ổ cứng: 512GB M.2 NVMe™ PCIe® 3.0 SSD (1 slot, support M.2 2280 PCIe 3.0x4)|| VGA: Intel Iris Xe Graphics (with dual channel memory)|| Màn hình: 14"" 2.8K (2880 x 1800) OLED 16:10, 90Hz 0.2ms, 600nits, 100% DCI-P3, Glossy display, Screen-to-body ratio: 86%, PANTONE Validated, VESA CERTIFIED Display HDR True Black 600|| Cổng giao tiếp: 1x USB 3.2 Gen 1 Type-C support power delivery2x USB 3.2 Gen 1 Type-A1x USB 2.0 Type-A1x HDMI 1.41x 3.5mm Combo Audio Jack1x DC-in|| Bàn phím: Chiclet Keyboard|| Audio: SonicMaster|| Đọc thẻ nhớ: None|| Chuẩn LAN: None"
Laptop ASUS Zenbook 17 Fold OLED UX9702AA MD014W,https://gearvn.com/products/laptop-asus-zenbook-17-fold-oled-ux9702aa-md014w,https://product.hstatic.net/200000722513/product/enbook-17-fold-oled-ux9702aa-md014w-1_75112b8c65d047be9e73bd7d267e53f4_106925f4fe5a4d7e8f29dbda2b072b84.png,85990000,89990000,hết hàng,"CPU: CPU Intel® Core™ i7-1250U 1.1 GHz (12M Cache, lên đến 4.7 GHz, 2P+8E nhân)"
Laptop ASUS ZenBook S 13 OLED UM5302TA LX087W,https://gearvn.com/products/laptop-asus-zenbook-s-13-oled-um5302ta-lx087w,https://product.hstatic.net/200000722513/product/s-zenbook-s-13-oled-um5302ta-lx087w-1_f9dbb0265b844390a9c5376b6c0db903_ce218c89ef934ad78c082e1db1632c41.png,27990000,29990000,hết hàng,"CPU: AMD Ryzen™ 5 6600U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.5 GHz max boost)|| RAM: 8GB LPDDR5 onboard (Không nâng cấp)|| Ổ cứng: 512GB M.2 NVMe PCIe 4.0 SSD|| Màn hình: 13.3"" 2.8K (2880 x 1800) OLED 16:10 aspect ratio, LED Backlit, 0.2ms response time, 550nits, 100% DCI-P3, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, Touch screen, Tỉ lệ màn hình với thân máy 89％|| Card màn hình: AMD Radeon™ Graphics|| Bàn phím: Led backlit|| Cổng kết nối: 3x USB 3.2 Gen 2 Type-C support display / power delivery1x 3.5mm Combo Audio JackFingerprint|| Touchpad: Support NumberPad|| Audio: Harman/Kardon (Premium)|| Kết nối không dây: Wi-Fi 6(802.11ax) (2x2) + BT v5.2|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cells 67WHrs"
Laptop ASUS ProArt Studiobook Pro 16 OLED W7600Z3A L2048W,https://gearvn.com/products/laptop-asus-proart-studiobook-pro-16-oled-w7600z3a-l2048w,https://product.hstatic.net/200000722513/product/stu_8ce0829977154583a7ab6d1d0c90eb14.png,69490000,82990000,hết hàng,"CPU: Intel Core i9-12900H 2.5GHz up to 5.0GHz 24MB|| RAM: 32GB (32GB x 1) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)|| Card đồ họa: NVIDIA® RTX™ A3000 12GB GDDR6|| Màn hình: 16” 4K (3840 x 2400) OLED 16:10, 0.2ms response time, 550nits, 100% DCI-P3, PANTONE Validated, Glossy display, 70% less harmful blue light|| Cổng kết nối: 2x Thunderbolt™ 4 supports display / power delivery2x USB 3.2 Gen 2 Type-A1x HDMI 2.11x 3.5mm Combo Audio Jack1x RJ45 Gigabit Ethernet1x DC-inFingerPrint|| Audio: Harman/Kardon (Premium)|| Bluetooth: 5.1|| Hệ điều hành: Windows 11 Home|| Pin: 4 Cell 90WHrs"
Laptop Acer Aspire 5 A514 56P 55K5,https://gearvn.com/products/laptop-acer-aspire-5-a514-56p-55k5,https://product.hstatic.net/200000722513/product/55k5_3bbae840f54f46a88fe9ed08e7f75e1a.png,15990000,16990000,còn hàng,"CPU: Intel® Core™ i5-1335U 1.3GHz up to 4.6GHz 12MB|| RAM: 16GB LPDDR5 4800MHz (không nâng cấp)|| Ổ cứng: 512GB PCIe NVMe SSD (nâng cấp tối đa 1TB SSD)|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 14"" WUXGA (1920 x 1200), IPS SlimBezel, 60Hz, Acer ComfyView™|| Cổng giao tiếp: 1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 featuring power off USB charging1x HDMI® 2.1 port with HDCP support 1x Headphone/speaker jack|| Audio: Acer Purified.Voice technology|| Đọc thẻ nhớ: None|| Chuẩn LAN: None|| Chuẩn WIFI: 802.11a/b/g/n/ac+ax (2x2)|| Bluetooth: v5.1|| Webcam: 720p HD video at 30 fps with Temporal Noise Reduction|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 48Whr|| Trọng lượng: 1.5 kg|| Màu sắc: Steel Gray|| Kích thước: 362.9 x 237.5 x 17.99 (mm)"
Laptop Acer Aspire 5 A514 56P 562P,https://gearvn.com/products/laptop-acer-aspire-5-a514-56p-562p,https://product.hstatic.net/200000722513/product/gearvn-laptop-acer-aspire-5-a514-56p-562p-1_76cf92a2313a49ad90d0b532ef631fea.png,14990000,15990000,còn hàng,"CPU: Intel® Core™ i5-1335U (3.4GHz up to 4.6GHz, 10 nhân 12 luồng, 12MB Cache)|| RAM: 8GB LPDDR5 6400MHz (không nâng cấp)|| Ổ cứng: 512GB PCIe NVMe SSD (nâng cấp tối đa 1TB SSD)|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 14"" WUXGA (1920 x 1200), IPS SlimBezel, 60Hz, Acer ComfyView™|| Cổng giao tiếp: 1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 featuring power off USB charging1x HDMI® 2.1 port with HDCP support 1x Headphone/speaker jack|| Audio: Acer Purified.Voice technology|| Chuẩn LAN: None|| Chuẩn WIFI: 802.11a/b/g/n/ac+ax (2x2)|| Bluetooth: v5.1|| Webcam: 720p HD video at 30 fps with Temporal Noise Reduction|| Hệ điều hành: Windows 11 Home|| Pin: 50 Wh 3-cell Li-ion battery|| Trọng lượng: 1.5 kg|| Màu sắc: Steel Gray|| Kích thước: 318.8 (W) x 225.5 (D) x 17.99 (H) mm"
Laptop Acer Aspire 5 A515 58GM 59LJ,https://gearvn.com/products/laptop-acer-aspire-5-a515-58gm-59lj,https://product.hstatic.net/200000722513/product/56rp_8c5be85348464d3cbe272cdccf4ed2f9.png,18990000,19990000,hết hàng,"CPU: Intel Core i5-13420H up to 4.600 GHz, 8 Cores 12 Threads, 12 MB Intel® Smart Cache|| RAM: 8GB DDR4 3200MHz (2 khe nâng cấp tối đa 32GB Ram)|| Ổ cứng: 512GB PCIe Gen 4 NVMe SSD (nâng cấp tối đa 2TB SSD)|| Card đồ họa: NVIDIA® GeForce® RTX™2050 4 GB GDDR6|| Màn hình: 15.6"" FHD (1920 x 1080), IPS SlimBezel, 60Hz, Acer ComfyView™|| Cổng giao tiếp: 1 x USB Type-C™ port supporting:• USB 3.2 Gen 2 (up to 10 Gbps)• USB charging 5 V; 3 A• DC-in port 20 V; 65 W2 x USB Standard-A ports, supporting:• One port for USB 3.2 Gen 1• One port for USB 3.2 Gen 1 featuring power off USB charging1 x HDMI 2.1 with HDCP support1 x 3.5 mm headphone/speaker jack, supporting headsets with built-inmicrophone|| Audio: Acer Purified.Voice technology|| Đọc thẻ nhớ: None|| Chuẩn LAN: RJ45|| Chuẩn WIFI: 802.11a/b/g/n/ac+ax (2x2)|| Bluetooth: v5.1|| Webcam: 1080p HD video at 60 fps with Temporal Noise Reduction|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 50Whr|| Trọng lượng: 1.7 kg|| Màu sắc: Steel Gray|| Kích thước: 361 x 237 x 17.99 (mm)"
Laptop Acer Aspire 5 A515 58M 56YX,https://gearvn.com/products/laptop-acer-aspire-5-a515-58m-56yx,https://product.hstatic.net/200000722513/product/gearvn-laptop-acer-aspire-5-a515-58m-79r7-1_ae471f248f0d43a1bd99b3bfa2f9ca9a.png,15590000,17490000,còn hàng,"CPU: Intel® Core™ i5-13420H (3.40GHz Up to 4.60Ghz ,8 Cores 12 Threads, 12 MB Intel® Smart Cache)|| RAM: 16GB LPDDR5 4800MHz  (Không nâng cấp)|| Ổ cứng: 512GB PCIe NVMe Gen4 (1 khe, nâng cấp tối đa 1TB SSD)|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) IPS SlimBezel, Anti-Glare, 60Hz, 45% NTSC, Acer ComfyView|| Cổng giao tiếp: 1 x USB Type-C™ port supporting (USB4® 40Gbps, DisplayPort over USB-C, Thunderbolt™ 4)2 x USB 3.21 x HDMI® 2.1 port with HDCP support1 x Headphone/speaker jack""|| Audio: True Harmony; Dolby® Audio Premium|| Đọc thẻ nhớ: None|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Chuẩn WIFI: Wi-Fi 6E Wireless LAN2x2 MU-MIMO technology|| Bluetooth: v5.1|| Webcam: 1080p HD video at 60 fps with Temporal Noise Reduction|| Hệ điều hành: Windows 11 Home|| Pin: 50 Wh 3-cell Li-ion battery|| Trọng lượng: 1.7 kg|| Màu sắc: Steel Gray|| Kích thước: 362.9 (W) x 237.5 (D) x 17.9 (H) mm"
Laptop Acer Aspire 7 A715 76 53PJ,https://gearvn.com/products/laptop-acer-aspire-7-a715-76-53pj,https://product.hstatic.net/200000722513/product/r05g_c38d5bd8e9694760b33b04eb6eb280a3_large_59a70b02803f41ed8653804344590d17.png,15490000,15990000,còn hàng,"CPU: Intel Core i5-12450H 3.3GHz up to 4.4GHz 12MB|| RAM: 16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe NVMe SSD (2 slot, support M.2 2280 PCIe 4.0x4)|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) IPS, Slim Bezel, Acer ComfyView™|| Cổng giao tiếp: 1x USB Type-C™ port (supporting USB 3.2 Gen 2 (up to 10 Gbps); DisplayPort over USB-C; Thunderbolt™ 4; USB charging 5V - 3A; DC-in port 20V - 65W)1x USB 3.2 Gen 1 featuring power off USB charging2x USB 3.2 Gen 11x HDMI® 2.0 port with HDCP support1x DC-in jack for AC adapter1x Ethernet (RJ-45) port1x 3.5 mm headphone/speaker jack|| Audio: Acer TrueHarmony technology|| Đọc thẻ nhớ: None|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Chuẩn WIFI: Intel® Wireless Wi-Fi 6E AX211 (2x2)|| Bluetooth: v5.1|| Webcam: 720p HD video at 30 fps with Temporal Noise Reduction|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 50Whr|| Trọng lượng: 2.1 kg|| Màu sắc: Đen|| Kích thước: 362.3 x 237.4 x 19.9 (mm)"
Laptop Acer Aspire 7 A715 76 57CY,https://gearvn.com/products/laptop-acer-aspire-7-a715-76-57cy,https://product.hstatic.net/200000722513/product/57cy_b07a553b83cf4127b146ad8b9ac8fb96_42c3032448234a288763ed6dd8d0a922.png,14490000,16490000,còn hàng,"CPU: Intel Core  i5-12450H Up to 4,40Ghz ,8 Cores 12 Threads, 12 MB Intel® Smart Cache|| RAM: 8GB DDR4 (2x SO-DIMM socket, up to 32GB SDRAM)|| Ổ cứng: 512GB PCIe® NVMe™ M.2 SSD|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) IPS SlimBezel, Anti-Glare, 60Hz|| Cổng giao tiếp: 1x USB Type-C™ port: USB 3.2 Gen 2 (up to 10 Gbps)• DisplayPort over USB-C• Thunderbolt™ 43x USB Standard-A ports, supporting:• 1 port for USB 3.2 Gen 1 featuring power off USB charging• 2 ports for USB 3.2 Gen 11x HDMI® 2.0 port with HDCP support1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphoneFinger Print || Ổ quang: None|| Audio: True Harmony; Dolby® Audio Premium|| Đọc thẻ nhớ: None|| Chuẩn LAN: 10/100/1000/Gigabits Base T|| Chuẩn WIFI: Intel® Wireless Wi-Fi 6E AX2112x2 MU-MIMO technology|| Bluetooth: v5.1|| Webcam: HD Webcam|| Hệ điều hành: Windows 11 Home|| Pin: 3 Cell 50Whr|| Trọng lượng: 2.1 kg|| Màu sắc: Đen, Có đèn bàn phím|| Kích thước: 363.4 x 254.5 x 23.25 (mm)"
Laptop Acer Swift Go 14 SFG14 73 53X7,https://gearvn.com/products/laptop-acer-swift-go-14-sfg14-73-53x7,https://product.hstatic.net/200000722513/product/-swift-go-ai-2024-gen-2-sfg14-73-71zx_89cf047e0fc74f6a8ab166f4aa8f61f2_906a0cf7683543d89484ce7426f4a212.png,22990000,23990000,hết hàng,"CPU: Intel® Core™ Ultra 5 processor 125H (upto 4.5GHz, 14 lõi 18 luồng, 18 MB Intel® Smart Cache)|| RAM: 16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)|| Ổ cứng: 512GB PCIe NVMe SED SSD (2 slots, nâng cấp tối đa 2TB)|| Card đồ họa: Intel® ARC™ Graphics|| Màn hình: 14"" 2.8K (2880x1800), 120Hz, 400 nits, sRGB 100%, Acer ComfyView™ LED backlit TFT LCD|| Cổng giao tiếp: 2 x USB Type-C™ ports (USB4® 40Gbps, Thunderbolt™ 4, USB charging 5 V; 3 A, DC-in port 20 V; 100 W2 x  USB Standard-A ports (USB 3.2 Gen 1 featuring power off USB charging)1 x microSD™ Card reader1 x Combo Headphone/speaker jack1 x HDMI® 2.1 port with HDCP support|| Audio: Acer TrueHarmony technology|| Bàn phím: Có LED|| Bảo mật: Bảo mật vân tay|| Chuẩn WIFI: Killer Wi-Fi 7 Wireless LAN • 802.11 a/b/g/n/ac/ax/be • Band: 2.4 GHz, 5 GHz, and 6 GHz • 2x2 MIMO technology|| Bluetooth: v5.3|| Webcam: 1440p QHD Camera|| Hệ điều hành: Windows 11 Home"
Laptop Acer Swift Go 14 SFG14 73 71ZX,https://gearvn.com/products/laptop-acer-swift-go-14-sfg14-73-71zx,https://product.hstatic.net/200000722513/product/-swift-go-ai-2024-gen-2-sfg14-73-71zx_89cf047e0fc74f6a8ab166f4aa8f61f2_144bb454c9f04e19bc043ba7cabe7b4d.png,25990000,26990000,hết hàng,"CPU: Intel® Core™ Ultra 7 processor 155H (upto 4.8GHz, 16 lõi 22 luồng, 24 MB Intel® Smart Cache)|| RAM: 16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)|| Ổ cứng: 512GB PCIe NVMe SED SSD (2 slot, nâng cấp tối đa 2TB)|| Card đồ họa: Intel® ARC™ Graphics|| Màn hình: 14"" 2.8K (2880x1800), 120Hz, 400 nits, sRGB 100%, Acer ComfyView™ LED backlit TFT LCD|| Cổng giao tiếp: 2 x USB Type-C™ ports (USB4® 40Gbps, Thunderbolt™ 4, USB charging 5 V; 3 A, DC-in port 20 V; 100 W2 x  USB Standard-A ports (USB 3.2 Gen 1 featuring power off USB charging)1 x microSD™ Card reader1 x Combo Headphone/speaker jack1 x HDMI® 2.1 port with HDCP support|| Audio: Acer TrueHarmony technology|| Bàn phím: Có LED|| Bảo mật: Bảo mật vân tay|| Chuẩn WIFI: Killer Wi-Fi 7 Wireless LAN • 802.11 a/b/g/n/ac/ax/be • Band: 2.4 GHz, 5 GHz, and 6 GHz • 2x2 MIMO technology|| Bluetooth: v5.3|| Webcam: 1440p QHD Camera|| Hệ điều hành: Windows 11 Home"
Laptop Acer Swift X SFX14 71G 75CV,https://gearvn.com/products/laptop-acer-swift-x-sfx14-71g-75cv,https://product.hstatic.net/200000722513/product/sfx14-71g-75cv_aed9b2f2ce4c42aaa175c8dcb74e4d6c.png,39990000,40990000,còn hàng,"CPU: Intel® Core™ i7-13700H 3.70 upto 5.00GHz ,14 Core 20 Threads, 24 MB Smart Cache|| RAM: 32GB LPDDR5 Onboard|| Ổ cứng: 1024GB PCIe NVMe SED SSD (1 khe M.2 NVMe đã sử dụng)|| Card đồ họa: NVIDIA® GeForce RTX™ Graphics 4050 with 6GB of dedicated GDDR6 VRAM|| Màn hình: 14.5"" 2.8K OLED DCI-P3 100% 120Hz|| Cổng giao tiếp: 2 x USB Type-C Port (Supporting DisplayPort over USB-C, ThunderBolt 4, USB Charging 5V; 3A)2 x USB Standard A Port1 x HDMI@ 2.1 port with HDCP support1 x MicroSD reader1 x 3.5mm Headphone//Speaker jack|| Audio: Acer TrueHarmony technology|| Bàn phím: Có LED, bảo mật vân tay|| Bảo mật: Firmware Trusted Platform Module (TPM) solution BIOS user, supervisor passwords, Kensington lock slot|| Chuẩn WIFI: Killer Wireless Wi-Fi 6E 1675E|| Bluetooth: v5.1|| Webcam: FHD Camera|| Hệ điều hành: Windows 11 Home|| Màu sắc: Steel Gray"
Laptop Acer Swift X14 SFX14 71G 78SY,https://gearvn.com/products/laptop-acer-swift-x14-sfx14-71g-78sy,https://product.hstatic.net/200000722513/product/ava_426f720508c745cbb130c469ae257efc.png,39990000,42990000,còn hàng,"CPU: Intel® Core™ i7-13700H 3.70 upto 5.00GHz ,14 Core 20 Threads, 24 MB Smart Cache|| RAM: 32GB LPDDR5 Onboard|| Ổ cứng: 1TB PCIe NVMe SED SSD (Không nâng cấp được)|| Card đồ họa: NVIDIA® GeForce RTX™ Graphics 4050 6GB GDDR6|| Màn hình: 14.5"" 2.8K WQXGA+ (2880x1800) OLED, 120Hz, 400 nits. DCI-P3 100%, Adobe100%|| Cổng giao tiếp: 2 x USB Type-C Port (Supporting DisplayPort over USB-C, ThunderBolt 4, USB Charging 5V; 3A)2 x USB Standard A Port1 x HDMI@ 2.1 port with HDCP support1 x MicroSD reader1 x 3.5mm Headphone//Speaker jack|| Audio: Acer TrueHarmony technology|| Bàn phím: Có LED, bảo mật vân tay|| Bảo mật: Firmware Trusted Platform Module (TPM) solution BIOS user, supervisor passwords|| Chuẩn WIFI: Killer™ Wireless Wi-Fi 6E 1675i|| Bluetooth: v5.1|| Webcam: FHD Camera|| Hệ điều hành: Windows 11 Home|| Màu sắc: Steel Gray"
Laptop MSI Prestige 16 AI Studio B1VFG 082VN,https://gearvn.com/products/laptop-msi-prestige-16-ai-studio-b1vfg-082vn,https://product.hstatic.net/200000722513/product/ava_80efb8d938cc4c058bdaf2db97c08994.png,55990000,55990000,hết hàng,"CPU: Intel® Core™ Ultra 9 processor 185H with Intel® AI Boost (NPU) 16 cores (6 P-cores + 8 E-cores + 2 Low Power E-cores) 22 threads, Max Turbo Frequency 5.1 GHz|| RAM: 32GB LPDDR5 6400MHz (không nâng cấp)|| Ổ lưu trữ: 1TB NVMe PCIe Gen4x4 SSD (1 x slots M.2 NVMe PCIe Gen4)|| Card đồ họa: NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6Up to 1755MHz Boost Clock 55W Maximum Graphics Power with Dynamic Boost.Intel® Arc™ Graphics|| Màn hình: 16” UHD+ (3840x2400), OLED, VESA DisplayHDR™ 500 Certified, 100% DCI-P3 (Typical)|| Bàn phím: Single Backlit Keyboard (White)|| Audio: 2x 2W Audio Speaker Hi-Res Audio Ready, DTS Audio ProcessingSpatial Array Microphone (3 Mic)|| LAN: Gb LAN|| Wifi + Bluetooth: Intel® Killer™ Wi-Fi 7 BE1750, Bluetooth v5.4|| Webcam: IR FHD type (30fps@1080p) with HDR3D Noise Reduction+ (3DNR+)|| Pin: 4-Cell 99.9 Battery (Whr)|| Trọng lượng: 1.6 kg|| Hệ điều hành: Windows 11 Home|| Màu sắc: Stellar Gray"
Laptop MSI Prestige 13 AI Evo A1MG 062VN,https://gearvn.com/products/laptop-msi-prestige-13-ai-evo-a1mg-062vn,https://product.hstatic.net/200000722513/product/ava_f4961f3432f84674b7d37c5fbeb3aa17.png,33990000,33990000,hết hàng,"CPU: Intel® Core™ Ultra 7 processor 155H with Intel® AI Boost (NPU) 16 cores (6 P-cores + 8 E-cores + 2 Low Power E-cores), Max Turbo Frequency 4.8 GHz|| RAM: 32GB LPDDR5 6400MHz (không nâng cấp)|| Ổ lưu trữ: 1TB NVMe PCIe Gen4x4 SSD (1 x slots M.2 NVMe PCIe Gen4)|| Card đồ họa: Intel® Arc™ graphics(Intel® Arc™ graphics requires configuration with 16GB dual-channel memory or above)|| Màn hình: 13.3"" 2.8K (2880 x 1800), OLED, VESA DisplayHDR™ 500 Certified, 100% DCI-P3 (Typical)|| Bàn phím: Single Backlit Keyboard (White)|| Audio: 2x 2W Audio Speaker Hi-Res Audio Ready, DTS Audio ProcessingSpatial Array Microphone (3 Mic)|| LAN: None|| Wifi + Bluetooth: Intel® Killer™ Wi-Fi 7 BE1750, Bluetooth v5.4|| Webcam: IR FHD type (30fps@1080p) with HDR3D Noise Reduction+ (3DNR+)|| Pin: 4-Cell 75 Whrs|| Trọng lượng: 0.99 kg|| Hệ điều hành: Windows 11 Home|| Màu sắc: Stellar Gray"
Laptop MSI Summit E14 Flip Evo A12MT 210VN,https://gearvn.com/products/laptop-msi-summit-e14-flip-evo-a12mt-210vn,https://product.hstatic.net/200000722513/product/ava_e9b71b80d649489ca204b1f08fb4e2d4.png,24490000,30990000,còn hàng,"CPU: Intel® Core™ i7-1280P upto 4,80 GHz (bộ nhớ đệm 24M, 12 nhân 16 luồng)|| RAM: 16GB LPDDR5 onboard 4800MHz (không nâng cấp)|| Ổ cứng: 512GB*1 NVMe SSD PCIe Gen4|| Card đồ họa: Intel Iris Xe Graphics|| Màn hình: 14"" 2.8K (2880 x 1800), IPS-Level, 100% DCI-P3, có cảm ứng|| Cổng giao tiếp: 1 x USB 3.2 Gen2 Type-A2 x Type-C (USB / DP / Thunderbolt™) hỗ trợ Power Delivery1 x HDMI1 x Micro SD card reader1 x Mic-in/ Headphone-out combo jack1 x DC-in Jack|| Audio: 2x 2W Audio Speaker|| Bàn phím: Led trắng|| Đọc thẻ nhớ: 1x Micro SD|| Chuẩn WIFI: Intel® Killer™ Wi-Fi 6E AX1675|| Bluetooth: Bluetooth v5.3"
Laptop MSI Modern 14 C11M 011VN,https://gearvn.com/products/laptop-msi-modern-14-c11m-011vn,https://product.hstatic.net/200000722513/product/011vn_88f465ddba134eb2854752de1a3910f7.png,8990000,14190000,hết hàng,"CPU: Intel Core i3-1115G4 (up to 4.1Ghz, 6MB)|| RAM: 8GB DDR4 3200Mhz Onboard (Không nâng cấp)|| Ổ cứng: 512GB NVMe PCIe Gen 3x4 SSD (1 Slot)|| Card đồ họa: Intel® UHD Graphics|| Màn hình: 14.0"" FHD (1920x1080), IPS-Level , 45% NTSC|| Cổng giao tiếp: 1x Type-C USB3.2 Gen2 with PD charging1x Type-A USB3.2 Gen22x Type-A USB2.01x Micro SD Card Reader1x (4K @ 30Hz) HDMI™|| Bàn phím: Backlight Keyboard (Single-Color, White)|| Chuẩn LAN: Không có|| Chuẩn WIFI: 802.11ax Wifi || Bluetooth: Bluetooth 5.2|| Webcam: HD 720p 30fps|| Hệ điều hành: Windows 11 Home|| Pin: 3 cell, 39Whr|| Trọng lượng: 1.3 kg|| Màu sắc: Đen|| Kích thước: 319 x 219 x 16.9 mm"
Laptop MSI Modern 14 C13M 607VN,https://gearvn.com/products/laptop-msi-modern-14-c13m-607vn,https://product.hstatic.net/200000722513/product/011vn_88f465ddba134eb2854752de1a3910f7_large_bb0a62f53937418989f8466d36caca53.png,19990000,21490000,hết hàng,"CPU: Intel Core i7-1355U 1.7GHz up to 5.0GHz 12MB|| RAM: 16GB Onboard DDR4 3200MHz|| Ổ cứng: 512GB NVMe PCIe Gen 3x4 SSD (1 Slot)|| Card đồ họa: Intel Iris Xe Graphics|| Màn hình: 14"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB|| Cổng giao tiếp: 1x Type-C (USB 3.2 Gen 2 / DP) with PD charging1x Type-A USB 3.2 Gen 22x Type-A USB 2.01x HDMI™ (4K @ 30Hz)1x Mic-in/Headphone-out Combo JackMicro SD Card Reader|| Bàn phím: Backlight Keyboard (Single-Color, White)|| Chuẩn LAN: Không có|| Chuẩn WIFI: Intel Wi-Fi 6 AX201 (2x2)|| Bluetooth: Bluetooth 5.2|| Webcam: HD 720p 30fps|| Hệ điều hành: Windows 11 Home|| Pin: 3 cell, 39.3Whr|| Trọng lượng: 1.4 kg|| Màu sắc: Classic Black|| Kích thước: 319.9 x 223 x 19.35 (mm)"
Laptop MSI Modern 15 C13M 438VN,https://gearvn.com/products/laptop-msi-modern-15-c13m-438vn,https://product.hstatic.net/200000722513/product/modern-15-fix_fb56aa0a870c4853a371b112b994b695_large_65d9d51f8fb748b1b4e8677c516be551.png,13990000,18490000,hết hàng,"CPU: Intel Core i5-1335U 1.3GHz up to 4.6GHz 12MB|| RAM: 8GB Onboard DDR4 3200MHz|| Ổ cứng: 512GB NVMe PCIe Gen 3x4 SSD (1 Slot)|| Card đồ họa: Intel Iris Xe Graphics|| Màn hình: 15.6"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB|| Cổng giao tiếp: 1x Type-C (USB3.2 Gen2 / DP) with PD charging1x Type-A USB3.2 Gen22x Type-A USB2.01x (4K @ 30Hz) HDMI1x Mic-in/Headphone-out Combo Jack1x Micro SD Card Reader|| Bàn phím: Backlight Keyboard (Single-Color, White)|| Chuẩn LAN: Không có|| Chuẩn WIFI: Intel Wi-Fi 6 AX201 (2x2)|| Bluetooth: Bluetooth 5.2|| Webcam: HD 720p 30fps|| Hệ điều hành: Windows 11 Home|| Pin: 3 cell, 39.3Whr|| Trọng lượng: 1.7 kg|| Màu sắc: Classic Black|| Kích thước: 359 x 241 x 19.9 mm"
