Product
HP 245 G10 R5-7520U
Asus Vivobook E1404FA-NK186W R5 7520U
Lenovo Gaming LOQ - 15IAX9 i5 12450HX
HP 14s-em0086AU R5 7520U
MSI Modern 14 C7M-221VN R7 7730U
Acer Aspire 3 A315-44P-R5QG R7-5700U
HP Pavilion Aero 13-be2098AU R7 7735U
Asus TUF Gaming FX507ZC4-HN095W i5 12500H
Lenovo Ideapad 3 15IAU7 i7 1255U
MSI Modern 14 C7M-220VN R5 7530U
Asus TUF Gaming FX506HF-HN017W i5 11400H
Dell Inspiron 15 N3530 i5 1335U
Asus Vivobook X1404ZA-NK387W i3 1215U
Lenovo IdeaPad 3 14IAH8 i5 12450H
MSI Gaming Thin GF63 12VE-454VN i5 12450H
Dell Inspiron 15 N3520 i5 1235U_N5I5011W1
Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H
HP 245 G10 R5 7520U
Acer Aspire 7 Gaming A715-76-57CY i5 12450H
HP Pavilion 14-dv2073TU i5 1235U
Asus Vivobook X1504VA-NJ526W i5 1335U
Lenovo IdeaPad 1 15ALC7 R5 5500U
HP 15s-fq5144TU i7-1255U
Asus Vivobook M3504YA-L1268W R5 7530U
HP 14s-em0078AU R5 7520U
Huawei MateBook D15 R7 5700U
Asus Vivobook Flip TN3402YA-LZ188W R5 7530U
HP Pavilion 14-dv2071TU i7 1255U
MSI Gaming GF63 Thin 11UC-1228VN i7 11800H
HP Pavilion 14-dv2075TU i5 1235U
Masstel E140 Celeron N4120 Win 10
Dell Vostro V3520 i5 1235U_71030559
Asus Vivobook 16 X1605ZA-MB193W i3 1215U
Acer Aspire 3 A315-510P-34XZ i3 N305
Asus Vivobook A1405VA-KM257W i5 13500H
Dell Inspiron 15 N3530 i7 1355U
MSI Gaming GF63 12UCX-841VN i5 12450H
Acer Aspire 7 Gaming A715-76G-5806 i5 12450H
Acer Aspire Lite AL15-51M-55NB i5-1155G7
Gigabyte Gaming G5 MF-F2VN313SH i5 12450H
Asus Vivobook A1405VA-KM059W i5 13500H
Asus TUF Gaming FA507NU-LP045W R7 7735HS
Asus Vivobook Pro K3405VC-KM070W i9 13900H
Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U
Asus TUF Gaming FX506HC-HN144W i5 11400H
HP 15-fd0083TU i7 1355U
Lenovo IdeaPad Slim 5 16IAH8 i5 12450H
HP Pavilion 15-eg3112TU i7 1355U
Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H
Lenovo ThinkBook 14 G6 IRL i5-13500H
MSI Gaming GF63 Thin 12UC-1006VN i5 12450H
MSI Gaming Alpha 15 B5EEK-203VN R5 5600H
MSI Modern 15 B12MO-628VN i5 1235U
MSI Summit E14Evo A12M-211VN i7-1280P/16GB/512GB/14FHD/Win11_Túi_Chuột_Đen
MSI Gaming Raider GE77HX 12UHS-229VN i9-12900HX/64G/2T/17.3UHD/RTX3080Ti_16G/Win11
MacBook Pro 14 2023 M3 Pro 11 CPU/14GPU/36GB/512GB
MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB
Asus Zenbook 14 Duo OLED UX8406MA-PZ142W U9-185H
MacBook Pro 14 2023 M3 Pro 11 CPU/14 GPU/18GB/512GB
Lenovo ThinkPad X1 Carbon Gen 9 i7-1165G7/20XW00GDVN
MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX
MSI Gaming Katana 15 B13VGK-1211VN i7-13620H/16G/1T/15.6FHD/RTX4070_8G/Win11_Balo
MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/512GB
MSI Creator M16 B13VE-830VN i7 13700H
Macbook Air M3 13 2024 8CPU 10GPU/16GB/512GB
MacBook Air 15 M2 2023 8CPU 10GPU/8GB/512GB/Sạc 70W
Acer Swift Edge SFA16-41-R3L6 R7 6800U
Asus Zenbook 14 OLED UX3405MA-PP152W Core Ultra 7-155H
Macbook Air M3 13 2024 8CPU 10GPU/8GB/512GB
Macbook Air M3 15 2024 8CPU 10GPU/8GB/256GB
Asus TUF Gaming FX507VV-LP181W i7-13620H
Asus TUF Gaming F15 FX507VU-LP197W i7-13620H
MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS
Macbook Air M2 13 2022 8CPU 10GPU/16GB/256GB
MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H
MSI Gaming Katana 15 B13VFK-676VN i7 13620H
Asus Zenbook Flip UP3404VA-KN039W i7 1360P
Asus TUF Gaming FX507ZV4-LP042W i7 12700H
LG Gram 14T90R-G.AH55A5 i5 1340P
Dell Inspiron 14 2in1 T7430 i7 1355U
MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS
Lenovo Gaming LOQ - 15IRX9 i7 13650HX
MacBook Air 15 inch M2 2023 8 CPU/10 GPU/8 GB/256 GB
Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB
Gigabyte Gaming G6 KF-H3VN853SH i7-13620H
Asus Zenbook 14 OLED UX3405MA-PP588W Ultra 5-125H
Asus Zenbook 14 OLED UX3405MA-PP151W Core Ultra 5-125H
Acer Nitro V Gaming ANV15-51-55CA i5 13420H
Asus Zenbook 14 OLED UX3402VA-KM068W i7 1360P
Asus TUF Gaming FX507ZV4-LP041W i7 12700H
Asus TUF Gaming A15 FA507NV-LP110W R5-7535HS
Macbook Air 13 2020 M1/16GB/256GB SSD
Acer Swift 3 SF314-512-741L i7 1260P
MSI Prestige 14Evo B13M-401VN i5 13500H
Asus TUF Gaming FA507NV-LP046W R7 7735HS
MacBook Air M2 13 2022 8CPU 8GPU 8GB 256GB
Gigabyte Gaming G5 MF5-H2VN353SH i7 13620H
HP ProBook 440 G10 i7 1360P
Dell Inspiron 14 2in1 T7430 i5 1335U
Gigabyte Gaming G5 KF-E3VN313SH i5 12500H
Asus Vivobook Flip TP3402VA-LZ118W i9 13900H
Lenovo Yoga Slim 6 14IRH8 i7 13700H
Gigabyte Gaming G5 MF5-52VN353SH i5 13500H
Asus TUF Gaming FA507NU-LP034W R7 7735HS
Asus Vivobook S3405VA-KM071W i9 13900H
HP Gaming Victus 16-s0078AX R5 7640HS
Lenovo ThinkPad E16 G1 i5 13500H
Acer Nitro Gaming AN515-58-769J i7 12700H
Acer Swift X SFX16-51G-50GS i5 11320H
Asus Vivobook S3504VA-L1227WS i7 1360P
Acer Nitro 5 Tiger Gaming AN515-58-52SP i5 12500H
HP ProBook 440 G10 i5 1340P
Lenovo Thinkpad T14s Gen 2 i5 1145G7
Asus Vivobook Pro K3405ZF-KM184W i5-12500H
HP Gaming Victus 15-fb1022AX R5-7535HS
Lenovo Gaming LOQ 15IAX9 i5-12450HX
HP Gaming Victus 16-e1104AX R7 6800H
Lenovo Ideapad Gaming 3 15ARH7 R5 7535HS
HP Pavilion 14-dv2072TU i7 1255U
HP Pavilion 15-eg3111TU i5 1335U
Asus TUF Gaming FX517ZC-HN077W i5 12450H
Macbook Air 13 2020 M1/8GB/256GB SSD
Lenovo IdeaPad Slim 5 14IRL8 i5-13500H
Lenovo ThinkPad E14 Gen 4 i7 1255U
Lenovo ThinkBook 16 G6 IRL i5-13500H
Acer Gaming Aspire 5 A515-58GM-59QZ i5 13420H
MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H
HP Pavilion 15-eg3095TU i5 1335U
Lenovo ThinkBook 15 G5 ABP R5 7530U
Acer Aspire 7 Gaming A715-76G-55T6 i5 12450H
Gigabyte Gaming A5 K1-AVN1030SB R5 5600H
Lenovo Ideapad Slim 3 15IRH8 i7 13620H
Acer Swift Go SFG14-41-R19Z R5 7530U
MSI Gaming Cyborg 15 A12UCX-281VN i5 12450H
Lenovo Ideapad Slim 5 Light 14ABR8 R7 7730U
HP 15-fd0079TU i5 1335U
HP 15s fq5160TU i5 1235U
HP 15s-fq5146TU i7 1255U
Dell Inspiron 15 N3520 i5 1235U
HP Pavilion 15-eg2083TU i5 1240P
Acer Nitro Gaming AN515-57-5669 i5 11400H
Acer Aspire 5 A515-58GM-53PZ i5 13420H
Acer Aspire Gaming A715-43G-R8GA R5 5625U
VAIO FE14 i5 1235U
Asus Vivobook M3504YA-L1144W R5 7530U
MSI Modern 15 B7M-238VN R7 7730U
Acer Aspire 5 A515-58P-56RP i5 1335U
Asus Vivobook M1605YA-MB303W R7 7730U
Asus Vivobook  A1503ZA-L1139W i5 12500H
Acer Aspire 7 A715-76-53PJ i5 12450H
Asus Vivobook X1605VA-MB105W i5 1335U
MSI Gaming GF63 Thin 11SC-664VN i5 11400H
Acer Swift 3 SF314-511-55QE i5 1135G7
Asus Vivobook X1502ZA-BQ126W i5 1240P
MSI Modern 15 B13M-438VN i5 1335U
Dell Inspiron 15 N3520 i5 1235U
Lenovo V14 G4 IRU i5 1335U
MSI Modern 14 C13M-458VN i5 1335U
Acer Swift 3 SF314-43-R4X3 R5 5500U
Acer Aspire 3 A315-59-51X8 i5 1235U
MSI Modern 15 B7M-231VN R5 7530U
