Product,Price,Old Price,Discount Content
Laptop Asus Vivobook 14 OLED A1405VA-KM095W (Core i5 13500H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.8K/ Windows 11 Home/ Silver/ Chuột),17.590.000 ₫,20.990.000 ₫,"<div class=""content"">
<br> ✦ Tăng chuột không dây 
<br> ✦ Tặng balo Phúc Anh
<br/> ✦ Tặng túi chống sốc Phúc Anh
<br/> ✦ Tặng gói bảo trì bảo dưỡng laptop miễn phí tại Phúc Anh

<br/> ✦ Giảm <span class=""red""><b>10%</b></span> ram Laptop khi mua kèm laptop <a href=""https://www.phucanh.vn/gian-hang-phu-kien-bo-nho-trong.html"" target=""_blank""><span class=""blue""><i>(Xem ngay)</i></span></a>
<br/> ✦ Giảm <span class=""red""><b>20%</b></span> giá làm mát khi mua kèm laptop

<br/> ✦ Giảm <span class=""red""><b>20%</b></span> cặp, túi chống sốc, balo thời trang khi mua kèm laptop

<br/> ✦ Giảm <span class=""red""><b>5%</b></span> sản phẩm Gaming Gear khi mua kèm Laptop <a href=""https://www.phucanh.vn/gaming-gear.html"" target=""_blank""><span class=""blue""><i>(Xem ngay)</i></span></a>
<br/> ✦ Giảm tới 368.000đ cho khách hàng là học sinh/ sinh viên <a href=""https://www.phucanh.vn/uu-dai-dac-biet-danh-rieng-cho-hoc-sinh-sinh-vien.html"" target=""_blank""><span class=""blue""><i>(Xem ngay)</i></span></a>
<br/> ✦ Khách hàng đặt mua Online giảm thêm <span class=""red""><b>3%</b></span> không quá <span class=""red""><b>200.000đ</b></span><a href=""https://www.phucanh.vn/khuyen-mai-chot-don-tu-xa-giam-gia-that-da.html"" target=""_blank""><span class=""blue""><i> (Xem ngay)</i></span></a>
<br/> ✦ Mua Laptop kèm Microsoft Office nhận ngay voucher giảm giá Office lên tới <span class=""red""><b>100.000 VND</b></span> <a href=""https://www.phucanh.vn/phan-mem-microsoft-office.html"" target=""_blank""><span class=""blue""><i>(Xem ngay)</i></span></a>
<br/>
<br/>
<div class=""clear""></div>
</br></br></div>"
