Product,Price,Old Price,Discount Content
"Laptop Asus Vivobook A1405VA-KM059W i5 13500H/8GB/512GB/14"" OLED WQXGA+/Win11 (No.00866320)",15.990.000₫,20.490.000₫,"<div class=""st-boxPromo""><div class=""title"">Chọn 1 trong 2 khuyến mãi sau</div><ul class=""st-boxPromo__list st-boxPromo__link""><li><div class=""radio""><input checked="""" id=""promotion1_KM-0424-0584_1"" name=""promotion1"" style=""margin: auto 8px auto 0px;"" type=""radio"" value=""1""/><label for=""promotion1_KM-0424-0584_1"">Giảm ngay 4,500,000đ áp dụng đến 25/04</label></div></li><li><div class=""radio""><input id=""promotion1_KM-0424-0311_0"" name=""promotion1"" style=""margin: auto 8px auto 0px;"" type=""radio"" value=""0""/><label for=""promotion1_KM-0424-0311_0""><i class=""icon-ok-circled"" style=""color: #48bb78;margin-right: 5px;""></i>Giảm ngay 2,000,000đ <br/> <i class=""icon-ok-circled"" style=""color: #48bb78;margin-right: 5px;""></i> Trả góp 0%</label></div></li></ul><div class=""title title--more""><span>Ưu đãi thêm</span></div><ul class=""st-boxPromo__list st-boxPromo__list--more""><li><i class=""icon-ok-circled""></i><div>Tặng PMH 300,000đ mua LCD MSI, Viewsonic, Xiaomi,Samsung (Hạn sử dụng 10 ngày)</div></li><li><i class=""icon-ok-circled""></i><div>Ưu đãi đặc quyền dành cho Học sinh - Sinh viên : Giảm thêm 2% + Tặng 1 năm bảo hành (không áp dụng các chương trình HSSV khác)</div></li><li><i class=""icon-ok-circled""></i><div>Giảm lên đến 25% khi mua gói bảo hành rơi vỡ/mở rộng</div></li><li><a class=""re-link m-b-12"">Xem thêm 2 ưu đãi khác <span class=""ic-down-open-big""></span></a></li></ul></div>"
