Product,Price,Old Price,Discount Content
Laptop ASUS Vivobook 14 OLED A1405VA KM095W,17.790.000₫,20.990.000₫,"<div class=""discount-promo--lists""><ul><li><div class=""line-discount""><span>Ưu đãi 200.000đ khi mua kèm Chuột dành cho Laptop Văn Phòng.</span> <a data-itemgroup-id=""IG2"" data-items-id=""66068943329ee300129cd111"" href=""/collections/chuong-trinh-khuyen-mai/?id=66068943329ee300129cd111&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Giảm thêm 500.000đ khi mua kèm màn hình với laptop.</span> <a data-itemgroup-id=""IG2"" data-items-id=""660a30e7329ee30012a649a4"" href=""/collections/chuong-trinh-khuyen-mai/?id=660a30e7329ee30012a649a4&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Ưu đãi 50.000đ khi mua thêm túi chống sốc kèm Laptop.</span> <a data-itemgroup-id=""IG2"" data-items-id=""660fce981a5815001275bb5c"" href=""/collections/chuong-trinh-khuyen-mai/?id=660fce981a5815001275bb5c&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Ưu đãi 100.000đ khi mua thêm RAM Laptop với laptop văn phòng.</span> <a data-itemgroup-id=""IG2"" data-items-id=""660fcfce1a5815001275be54"" href=""/collections/chuong-trinh-khuyen-mai/?id=660fcfce1a5815001275be54&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Ưu đãi 50.000đ khi mua giá treo Laptop kèm Laptop.</span> <a data-itemgroup-id=""IG2"" data-items-id=""6613a5001a581500127fca84"" href=""/collections/chuong-trinh-khuyen-mai/?id=6613a5001a581500127fca84&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Ưu đãi 50.000đ khi đế tản nhiệt kèm Laptop.</span> <a data-itemgroup-id=""IG2"" data-items-id=""6613a52bc5583f0012ed25ec"" href=""/collections/chuong-trinh-khuyen-mai/?id=6613a52bc5583f0012ed25ec&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li><li><div class=""line-discount""><span>Giảm ngay 100.000đ khi mua Microsoft Office kèm Laptop tại GEARVN.</span> <a data-itemgroup-id=""IG2"" data-items-id=""6614feb9c5583f0012f11ae5"" href=""/collections/chuong-trinh-khuyen-mai/?id=6614feb9c5583f0012f11ae5&amp;item_group_id=IG2"">(Xem thêm)</a> </div></li></ul></div>"
